seed,geometry,dataset,model,updated_parameter_subset,head_classes,tail_classes,head_train_examples,tail_train_examples,tail_eval_examples,warmup_steps,head_loss_before,head_loss_after,actual_head_loss_decrease,actual_head_gain_relative_error,matched_first_order_head_gain,tail_loss_before,tail_loss_after,tail_loss_increase,tail_accuracy_before,tail_accuracy_after,tail_accuracy_drop,tail_margin_before,tail_margin_after,tail_margin_drop,tail_positive_margin_fraction_before,tail_margin_certified_preserved_fraction,tail_prediction_changed_fraction,tail_positive_margin_prediction_changed_fraction,tail_output_drift_fro,tail_output_drift_rms,centered_tail_output_drift_fro,true_logit_delta_fro,competitor_logit_delta_fro,margin_delta_fro,margin_delta_rms,tail_output_jvp_fro,tail_output_linearization_residual_fro,tail_output_linearization_relative_error,update_fro_norm,update_op_norm,step_size,alignment,nrG,stA_tail,condition_score_tail,mean_matrix_update_nuclear_rank,device,dtype
5,frobenius,CIFAR100,resnet18_cifar_stem,conv_and_linear_weights_only,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49","50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99",15000,1500,2000,1000,0.0013557977508753538,0.001348833553493023,6.9641973823308945e-06,0.027320981737069237,6.778988754376769e-06,4.708920001983643,4.709427833557129,0.0005078315734863281,0.07,0.07,0.0,-3.670044422149658,-3.670823812484741,0.0007793903350830078,0.07,0.9928571428571428,0.0025,0.0,1.3549997806549072,0.0030298717319965363,1.3518130779266357,0.1427876055240631,0.22313645482063293,0.24457448720932007,0.005468851886689663,,,,0.00011456797088251893,3.609619670896791e-05,0.00011456796945870609,0.059170017470023595,33.77223197802544,,,33.77210386481524,cuda,float32
5,spectral,CIFAR100,resnet18_cifar_stem,conv_and_linear_weights_only,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49","50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99",15000,1500,2000,1000,0.0013557977508753538,0.001348766847513616,7.030903361737728e-06,0.03716108943215366,6.778988754376769e-06,4.708920001983643,4.709261417388916,0.0003414154052734375,0.07,0.07,0.0,-3.670044422149658,-3.670536756515503,0.0004923343658447266,0.07,0.9928571428571428,0.0005,0.0,1.0080373287200928,0.0022540397476404905,1.006251573562622,0.1045665591955185,0.1609957367181778,0.18165525794029236,0.004061935469508171,,,,0.00031404895571357267,4.727083705802215e-06,4.72619220375063e-06,1.4343447033315897,33.77223197802544,,,210.23809510421574,cuda,float32
6,frobenius,CIFAR100,resnet18_cifar_stem,conv_and_linear_weights_only,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49","50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99",15000,1500,2000,1000,0.0012578921159729362,0.0012519760057330132,5.916110239923e-06,0.05936126559675698,6.289460579864681e-06,4.730407238006592,4.731497287750244,0.0010900497436523438,0.0615,0.0615,0.0,-3.6878645420074463,-3.689423084259033,0.001558542251586914,0.0615,0.9837398373983741,0.0015,0.0,1.4522861242294312,0.003247410524636507,1.4445959329605103,0.1501598060131073,0.23869945108890533,0.2682322561740875,0.005997855681926012,,,,0.0001208233046478652,3.536706935847178e-05,0.00012082330361318321,0.052055029053008184,33.00961858411847,,,33.00962954946201,cuda,float32
6,spectral,CIFAR100,resnet18_cifar_stem,conv_and_linear_weights_only,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49","50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99",15000,1500,2000,1000,0.0012578921159729362,0.0012517578434199095,6.134272553026676e-06,0.024674298354747545,6.289460579864681e-06,4.730407238006592,4.730854034423828,0.0004467964172363281,0.0615,0.0615,0.0,-3.6878645420074463,-3.6885182857513428,0.0006537437438964844,0.0615,0.9918699186991871,0.001,0.0,1.0576647520065308,0.002365010092034936,1.0552839040756226,0.110735684633255,0.17060935497283936,0.19534194469451904,0.004367978777736425,,,,0.00032273044611551066,4.857702151639387e-06,4.856840624912565e-06,1.2949695214629173,33.00961858411847,,,210.23809510191427,cuda,float32
7,frobenius,CIFAR100,resnet18_cifar_stem,conv_and_linear_weights_only,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49","50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99",15000,1500,2000,1000,0.001173884142190218,0.0011676941066980362,6.190035492181778e-06,0.054624603861244576,5.86942071095109e-06,4.831416130065918,4.832150936126709,0.0007348060607910156,0.066,0.0665,-0.0005000000000000004,-3.794417142868042,-3.7954235076904297,0.0010063648223876953,0.066,1.0,0.003,0.0,1.353497862815857,0.003026513149961829,1.3478989601135254,0.13731013238430023,0.21886956691741943,0.24636469781398773,0.005508882459253073,,,,0.00012512552627557953,4.646753950510174e-05,0.00012512552857667943,0.04690825907164253,39.950281465506315,,,39.95032034793631,cuda,float32
7,spectral,CIFAR100,resnet18_cifar_stem,conv_and_linear_weights_only,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49","50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99",15000,1500,2000,1000,0.001173884142190218,0.0011675662826746702,6.317859515547752e-06,0.07640256622940163,5.86942071095109e-06,4.831416130065918,4.831566333770752,0.00015020370483398438,0.066,0.066,0.0,-3.794417142868042,-3.794588565826416,0.00017142295837402344,0.066,1.0,0.0015,0.0,1.0154857635498047,0.0022706950549036264,1.0132250785827637,0.10500887036323547,0.15957708656787872,0.17951783537864685,0.004014140926301479,,,,0.00032234827368188794,4.851990979659604e-06,4.851092478487488e-06,1.2099172994494438,39.950281465506315,,,210.2380951034108,cuda,float32
8,frobenius,CIFAR100,resnet18_cifar_stem,conv_and_linear_weights_only,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49","50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99",15000,1500,2000,1000,0.0014737073797732592,0.001467481954023242,6.225425750017166e-06,0.15513407404189097,7.368536898866296e-06,4.766429901123047,4.76717472076416,0.0007448196411132812,0.0745,0.0745,0.0,-3.7172741889953613,-3.7183191776275635,0.0010449886322021484,0.0745,1.0,0.001,0.0,1.2792599201202393,0.0028605121187865734,1.274284839630127,0.13064585626125336,0.207787424325943,0.2354230284690857,0.0052642193622887135,,,,0.00010175953153083082,3.0749837605981156e-05,0.00010175952886850574,0.0724112717580283,32.0861284088562,,,32.08592462333388,cuda,float32
8,spectral,CIFAR100,resnet18_cifar_stem,conv_and_linear_weights_only,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49","50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99",15000,1500,2000,1000,0.0014737073797732592,0.0014663980109617114,7.309368811547756e-06,0.008029828462641352,7.368536898866296e-06,4.766429901123047,4.766706943511963,0.0002770423889160156,0.0745,0.0745,0.0,-3.7172741889953613,-3.7177438735961914,0.0004696846008300781,0.0745,1.0,0.001,0.0,0.9979488253593445,0.002231481485068798,0.9957209229469299,0.10080043971538544,0.16025078296661377,0.18276852369308472,0.004086828324943781,,,,0.00028466565878578853,4.284745500626741e-06,4.283999866419056e-06,1.7200133353471756,32.0861284088562,,,210.23809510815894,cuda,float32
9,frobenius,CIFAR100,resnet18_cifar_stem,conv_and_linear_weights_only,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49","50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99",15000,1500,2000,1000,0.0011597771663218737,0.0011543016880750656,5.475478246808052e-06,0.055770641842686715,5.798885831609369e-06,4.622959136962891,4.623288154602051,0.00032901763916015625,0.0765,0.0765,0.0,-3.5786895751953125,-3.5792970657348633,0.0006074905395507812,0.0765,0.9869281045751634,0.002,0.0,1.4799638986587524,0.0033092997036874294,1.4742238521575928,0.157317116856575,0.24825431406497955,0.2684822380542755,0.006003445480018854,,,,0.00011731733940706341,3.3189484383910894e-05,0.00011731733603042977,0.0494290616188664,32.69000752357058,,,32.68983126438357,cuda,float32
9,spectral,CIFAR100,resnet18_cifar_stem,conv_and_linear_weights_only,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49","50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99",15000,1500,2000,1000,0.0011597771663218737,0.0011542828287929296,5.4943375289440155e-06,0.05251841672848242,5.798885831609369e-06,4.622959136962891,4.623210906982422,0.00025177001953125,0.0765,0.0765,0.0,-3.5786895751953125,-3.5790109634399414,0.00032138824462890625,0.0765,0.9934640522875817,0.002,0.0,1.0618929862976074,0.0023744648788124323,1.0596939325332642,0.11150839179754257,0.1721862405538559,0.19265632331371307,0.004307926632463932,,,,0.00031806696391718645,4.787520538229728e-06,4.786661873259923e-06,1.2114676125347614,32.69000752357058,,,210.2380951049483,cuda,float32
