setting,seed,geometry,first_order_head_gain,actual_head_loss_decrease,head_gradient_fro_norm,head_gradient_nuclear_norm,head_gradient_nuclear_rank,tail_activation_stable_rank,tail_downstream_stable_rank,tail_downstream_aware_stable_rank,theory_ratio_spectral_over_fro,predicted_spectral_less_drift,step_size,parameter_update_fro_norm,parameter_update_op_norm,tail_output_drift_fro,tail_output_drift_rms,tail_self_mse_increase,tail_ce_before,tail_ce_after,tail_ce_increase,tail_margin_before,tail_margin_after,tail_margin_drop,tail_accuracy_before,tail_accuracy_after
high_head_rank_low_tail_srank,5,frobenius,0.42785571852321425,0.4265536351898831,1.711422874092857,5.0209978992926665,8.607269768303407,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189319,True,0.25000000000000006,0.25000000000000006,0.1460772809481777,0.7156297824154819,0.028287750923545456,0.0004000984261562734,0.3627470615844892,0.3613388679918769,-0.0014081935926122946,3.0,3.0110915517676426,-0.011091551767642649,1.0,1.0
high_head_rank_low_tail_srank,5,spectral,0.42785571852321425,0.4263429469145805,1.711422874092857,5.0209978992926665,8.607269768303407,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189319,True,0.08521328371467518,0.26946806344050733,0.08521328371467528,0.4174586180243766,0.01650150077279064,0.00013614976387720502,0.3627470615844892,0.36192426201261585,-0.0008227995718733672,3.0,3.0064717677902464,-0.0064717677902463855,1.0,1.0
high_head_rank_low_tail_srank,6,frobenius,0.42785571852321413,0.42655363518984757,1.7114228740928565,5.020997899292666,8.607269768303407,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189319,True,0.24999999999999994,0.24999999999999994,0.1460772809481777,0.7156297824154423,0.02828775092354389,0.00040009842615622916,0.36084408742752827,0.3615127803054227,0.0006686928778944501,3.000000000000001,2.9879694706233693,0.012030529376631627,1.0,1.0
high_head_rank_low_tail_srank,6,spectral,0.42785571852321413,0.4263429469145592,1.7114228740928565,5.020997899292666,8.607269768303407,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189319,True,0.0852132837146752,0.26946806344050733,0.08521328371467525,0.41745861802442824,0.016501500772792676,0.00013614976387723866,0.36084408742752827,0.36122401007688804,0.00037992264935976516,3.000000000000001,2.9929838882171547,0.007016111782846224,1.0,1.0
high_head_rank_low_tail_srank,7,frobenius,0.42785571852321425,0.4265536351898831,1.711422874092857,5.0209978992926665,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.25000000000000006,0.24999999999999997,0.14607728094817768,0.7156297824154331,0.02828775092354352,0.0004000984261562186,0.33629846761184506,0.3362106547327684,-8.781287907666524e-05,2.999999999999999,3.0019786018517323,-0.0019786018517331527,1.0,1.0
high_head_rank_low_tail_srank,7,spectral,0.42785571852321425,0.42634294691458763,1.711422874092857,5.0209978992926665,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.08521328371467518,0.26946806344050733,0.08521328371467525,0.41745861802441103,0.016501500772791992,0.00013614976387722738,0.33629846761184506,0.3362475433699179,-5.0924241927152725e-05,2.999999999999999,3.0011514218474415,-0.0011514218474424354,1.0,1.0
high_head_rank_low_tail_srank,8,frobenius,0.4278557185232142,0.4265536351898831,1.7114228740928568,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.25000000000000006,0.25,0.14607728094817768,0.7156297824154902,0.02828775092354579,0.0004000984261562828,0.34229950437315293,0.34091975853530615,-0.0013797458378467797,2.9999999999999996,3.0123391477117254,-0.01233914771172584,1.0,1.0
high_head_rank_low_tail_srank,8,spectral,0.4278557185232142,0.42634294691458763,1.7114228740928568,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.08521328371467518,0.2694680634405074,0.08521328371467524,0.4174586180244047,0.016501500772791743,0.00013614976387722326,0.34229950437315293,0.34149391985002947,-0.0008055845231234593,2.9999999999999996,3.0071977386139634,-0.007197738613963889,1.0,1.0
high_head_rank_low_tail_srank,9,frobenius,0.42785571852321413,0.4265536351898831,1.7114228740928565,5.020997899292666,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.25000000000000006,0.25,0.14607728094817773,0.7156297824155018,0.028287750923546254,0.00040009842615629595,0.5732794832570847,0.5748347705737066,0.0015552873166219117,3.0000000000000013,2.982774193787998,0.017225806212003203,1.0,1.0
high_head_rank_low_tail_srank,9,spectral,0.42785571852321413,0.4263429469145805,1.7114228740928565,5.020997899292666,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.0852132837146752,0.2694680634405074,0.08521328371467526,0.41745861802440615,0.0165015007727918,0.00013614976387722424,0.5732794832570847,0.5741839892874435,0.0009045060303588537,3.0000000000000013,2.989950129858544,0.010049870141457529,1.0,1.0
high_head_rank_low_tail_srank,10,frobenius,0.4278557185232142,0.4265536351898902,1.7114228740928568,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.25000000000000006,0.25,0.1460772809481777,0.7156297824154809,0.02828775092354542,0.00040009842615627237,0.4474085009190514,0.4450005413905248,-0.002407959528526571,3.0000000000000027,3.0201934597095033,-0.020193459709500594,1.0,1.0
high_head_rank_low_tail_srank,10,spectral,0.4278557185232142,0.42634294691458763,1.7114228740928568,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.08521328371467521,0.2694680634405074,0.08521328371467526,0.41745861802439266,0.016501500772791274,0.00013614976387721548,0.4474085009190514,0.44599925999494194,-0.001409240924109434,3.0000000000000027,3.011783706008734,-0.011783706008731354,1.0,1.0
high_head_rank_low_tail_srank,11,frobenius,0.42785571852321413,0.426553635189876,1.7114228740928565,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.24999999999999997,0.25,0.14607728094817765,0.7156297824154967,0.028287750923546042,0.00040009842615629,0.41445627409127606,0.4156935433154379,0.001237269224161841,3.000000000000001,2.9886723342769113,0.01132766572308963,1.0,1.0
high_head_rank_low_tail_srank,11,spectral,0.42785571852321413,0.4263429469145734,1.7114228740928565,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.0852132837146752,0.2694680634405073,0.08521328371467521,0.41745861802439466,0.016501500772791344,0.00013614976387721668,0.41445627409127606,0.4151770562973658,0.0007207822060897318,3.000000000000001,2.993394345395495,0.006605654604505684,1.0,1.0
high_head_rank_low_tail_srank,12,frobenius,0.4278557185232142,0.4265536351898831,1.7114228740928568,5.020997899292666,8.607269768303407,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189319,True,0.24999999999999997,0.24999999999999997,0.1460772809481777,0.7156297824155113,0.028287750923546618,0.0004000984261563063,0.5139109130494692,0.517033149164868,0.0031222361153987466,2.999999999999999,2.97784295699892,0.022157043001079124,1.0,1.0
high_head_rank_low_tail_srank,12,spectral,0.4278557185232142,0.42634294691458763,1.7114228740928568,5.020997899292666,8.607269768303407,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189319,True,0.08521328371467518,0.26946806344050733,0.08521328371467524,0.4174586180243936,0.016501500772791312,0.00013614976387721613,0.5139109130494692,0.5157277824887649,0.0018168694392957097,2.999999999999999,2.9870709901198467,0.012929009880152442,1.0,1.0
high_head_rank_low_tail_srank,13,frobenius,0.42785571852321413,0.4265536351898689,1.7114228740928565,5.020997899292665,8.607269768303405,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189321,True,0.24999999999999994,0.24999999999999994,0.14607728094817768,0.7156297824154857,0.02828775092354561,0.0004000984261562777,0.6360756486114594,0.6415183750920361,0.005442726480576754,2.999999999999999,2.9690623371261187,0.030937662873880445,1.0,1.0
high_head_rank_low_tail_srank,13,spectral,0.42785571852321413,0.4263429469145734,1.7114228740928565,5.020997899292665,8.607269768303405,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189321,True,0.08521328371467518,0.26946806344050733,0.08521328371467522,0.4174586180244003,0.01650150077279157,0.00013614976387722036,0.6360756486114594,0.6392391285694439,0.003163479957984494,2.999999999999999,2.9819528321562556,0.018047167843743495,1.0,1.0
high_head_rank_low_tail_srank,14,frobenius,0.4278557185232141,0.4265536351898902,1.7114228740928563,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.2499999999999999,0.24999999999999994,0.1460772809481777,0.7156297824154704,0.028287750923545008,0.00040009842615626077,0.40035957883648265,0.403244456042846,0.0028848772063633232,2.999999999999999,2.976099066782857,0.02390093321714204,1.0,1.0
high_head_rank_low_tail_srank,14,spectral,0.4278557185232141,0.4263429469145805,1.7114228740928563,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.08521328371467518,0.26946806344050733,0.08521328371467524,0.4174586180243869,0.016501500772791045,0.00013614976387721174,0.40035957883648265,0.40203814427411205,0.001678565437629398,2.999999999999999,2.986056758938961,0.013943241061038059,1.0,1.0
high_head_rank_low_tail_srank,15,frobenius,0.42785571852321413,0.426553635189876,1.7114228740928565,5.0209978992926665,8.607269768303405,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189321,True,0.25,0.25,0.1460772809481777,0.7156297824155229,0.028287750923547073,0.0004000984261563191,0.42253829135762816,0.4204693846770985,-0.0020689066805296696,3.0,3.016125482814139,-0.016125482814139058,1.0,1.0
high_head_rank_low_tail_srank,15,spectral,0.42785571852321413,0.4263429469145734,1.7114228740928565,5.0209978992926665,8.607269768303405,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189321,True,0.08521328371467518,0.2694680634405074,0.08521328371467525,0.4174586180243632,0.0165015007727901,0.00013614976387719616,0.42253829135762816,0.4213272308960846,-0.0012110604615435672,3.0,3.009409645024612,-0.009409645024612168,1.0,1.0
high_head_rank_low_tail_srank,16,frobenius,0.42785571852321413,0.4265536351898831,1.7114228740928565,5.0209978992926665,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.24999999999999994,0.24999999999999994,0.1460772809481777,0.7156297824154628,0.028287750923544696,0.0004000984261562519,0.35857448560094674,0.3570629086706163,-0.0015115769303304383,2.9999999999999964,3.007240700051206,-0.007240700051209359,1.0,1.0
high_head_rank_low_tail_srank,16,spectral,0.42785571852321413,0.42634294691458763,1.7114228740928565,5.0209978992926665,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.08521328371467522,0.2694680634405074,0.08521328371467524,0.4174586180243743,0.01650150077279055,0.00013614976387720353,0.35857448560094674,0.35769024697440915,-0.0008842386265375812,2.9999999999999964,3.004223445712938,-0.0042234457129417535,1.0,1.0
high_head_rank_low_tail_srank,17,frobenius,0.42785571852321425,0.4265536351898618,1.711422874092857,5.0209978992926665,8.607269768303407,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189319,True,0.25000000000000006,0.24999999999999997,0.1460772809481778,0.7156297824154123,0.0282877509235427,0.0004000984261561955,0.2536924254443675,0.25316012635420176,-0.0005322990901657221,2.9999999999999853,2.9941840262281434,0.0058159737718419535,1.0,1.0
high_head_rank_low_tail_srank,17,spectral,0.42785571852321425,0.42634294691459473,1.711422874092857,5.0209978992926665,8.607269768303407,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189319,True,0.0852132837146752,0.2694680634405074,0.08521328371467525,0.41745861802415096,0.016501500772781712,0.0001361497638770577,0.2536924254443675,0.2533786643008268,-0.00031376114354070284,2.9999999999999853,2.9966037812630937,0.003396218736891665,1.0,1.0
high_head_rank_low_tail_srank,18,frobenius,0.42785571852321413,0.4265536351898831,1.7114228740928565,5.0209978992926665,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.25,0.25,0.14607728094817776,0.7156297824154759,0.028287750923545223,0.00040009842615626684,0.38196115951402837,0.382049694161501,8.853464747260453e-05,3.0000000000000053,3.011247334330588,-0.011247334330582781,1.0,1.0
high_head_rank_low_tail_srank,18,spectral,0.42785571852321413,0.42634294691458763,1.7114228740928565,5.0209978992926665,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.08521328371467521,0.2694680634405074,0.08521328371467522,0.4174586180243255,0.016501500772788617,0.00013614976387717165,0.38196115951402837,0.382008648648373,4.748913434460267e-05,3.0000000000000053,3.0065628389953627,-0.006562838995357367,1.0,1.0
high_head_rank_low_tail_srank,19,frobenius,0.4278557185232143,0.4265536351898618,1.7114228740928572,5.020997899292668,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.2500000000000001,0.25000000000000006,0.14607728094817768,0.7156297824157322,0.02828775092355535,0.0004000984261565533,0.3067607126957721,0.30750432932752075,0.0007436166317486559,3.0,2.996092543670099,0.00390745632990086,1.0,1.0
high_head_rank_low_tail_srank,19,spectral,0.4278557185232143,0.42634294691458763,1.7114228740928572,5.020997899292668,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.08521328371467515,0.26946806344050733,0.08521328371467525,0.4174586180245137,0.016501500772796055,0.00013614976387729439,0.3067607126957721,0.30718724264021496,0.00042652994444286607,3.0,2.9977171051432165,0.0022828948567834573,1.0,1.0
high_head_rank_low_tail_srank,20,frobenius,0.4278557185232141,0.426553635189876,1.7114228740928563,5.0209978992926665,8.607269768303405,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189321,True,0.2499999999999999,0.24999999999999994,0.14607728094817768,0.7156297824154827,0.02828775092354549,0.0004000984261562744,0.497385252969413,0.4997526351018971,0.0023673821324841082,2.9999999999999973,2.9730007535084075,0.0269992464915898,1.0,1.0
high_head_rank_low_tail_srank,20,spectral,0.4278557185232141,0.42634294691458763,1.7114228740928563,5.0209978992926665,8.607269768303405,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189321,True,0.08521328371467515,0.2694680634405073,0.08521328371467522,0.41745861802439516,0.016501500772791368,0.00013614976387721703,0.497385252969413,0.49876389186661535,0.0013786388972023556,2.9999999999999973,2.9842496592966796,0.01575034070331771,1.0,1.0
high_head_rank_low_tail_srank,21,frobenius,0.4278557185232142,0.4265536351898902,1.7114228740928568,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.25,0.24999999999999997,0.14607728094817773,0.7156297824153997,0.0282877509235422,0.0004000984261561813,0.42624849919853186,0.4264078944481591,0.0001593952496272144,2.9999999999999973,2.9923912156722032,0.007608784327794105,1.0,1.0
high_head_rank_low_tail_srank,21,spectral,0.4278557185232142,0.426342946914545,1.7114228740928568,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.08521328371467521,0.26946806344050733,0.08521328371467525,0.41745861802431106,0.016501500772788044,0.00013614976387716222,0.42624849919853186,0.4263401570990937,9.165790056181455e-05,2.9999999999999973,2.9955647066737243,0.004435293326273015,1.0,1.0
high_head_rank_low_tail_srank,22,frobenius,0.42785571852321413,0.426553635189876,1.7114228740928565,5.0209978992926665,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.24999999999999997,0.24999999999999994,0.14607728094817765,0.715629782415466,0.028287750923544828,0.0004000984261562556,0.46250816118258026,0.4609033044087384,-0.0016048567738418673,3.0000000000000018,3.0122939883180297,-0.01229398831802797,1.0,1.0
high_head_rank_low_tail_srank,22,spectral,0.42785571852321413,0.4263429469145734,1.7114228740928565,5.0209978992926665,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.08521328371467517,0.2694680634405073,0.08521328371467521,0.41745861802437045,0.016501500772790396,0.00013614976387720104,0.46250816118258026,0.46157053681040555,-0.0009376243721747057,3.0000000000000018,3.007174274374766,-0.007174274374764256,1.0,1.0
high_head_rank_low_tail_srank,23,frobenius,0.42785571852321413,0.4265536351898831,1.7114228740928565,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.25000000000000006,0.25,0.14607728094817768,0.7156297824154867,0.028287750923545654,0.000400098426156279,0.4295392768754093,0.4267447064238865,-0.0027945704515228154,3.0,3.0178236731447683,-0.017823673144768293,1.0,1.0
high_head_rank_low_tail_srank,23,spectral,0.42785571852321413,0.42634294691458763,1.7114228740928565,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.08521328371467522,0.26946806344050733,0.08521328371467524,0.4174586180244023,0.016501500772791656,0.00013614976387722183,0.4295392768754093,0.42790370402981864,-0.0016355728455906826,3.0,3.010399214270361,-0.010399214270361057,1.0,1.0
high_head_rank_low_tail_srank,24,frobenius,0.42785571852321425,0.4265536351898831,1.711422874092857,5.020997899292667,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.25000000000000006,0.25,0.14607728094817776,0.7156297824154949,0.028287750923545966,0.0004000984261562878,0.5204580836731029,0.5225276727757003,0.002069589102597469,3.0,2.98367962060854,0.016320379391459916,1.0,1.0
high_head_rank_low_tail_srank,24,spectral,0.42785571852321425,0.4263429469145805,1.711422874092857,5.020997899292667,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.08521328371467515,0.26946806344050733,0.08521328371467522,0.41745861802439665,0.016501500772791423,0.00013614976387721798,0.5204580836731029,0.5216634743442374,0.0012053906711345652,3.0,2.990480585725874,0.00951941427412617,1.0,1.0
high_head_rank_low_tail_srank,25,frobenius,0.42785571852321413,0.426553635189876,1.7114228740928565,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.24999999999999997,0.24999999999999997,0.14607728094817768,0.7156297824154899,0.02828775092354576,0.000400098426156282,0.4971812257690454,0.49941773232285774,0.0022365065538123563,3.0,2.9871868047683554,0.012813195231644592,1.0,1.0
high_head_rank_low_tail_srank,25,spectral,0.42785571852321413,0.42634294691458763,1.7114228740928565,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.0852132837146752,0.26946806344050733,0.08521328371467524,0.4174586180243933,0.0165015007727913,0.0001361497638772159,0.4971812257690454,0.4984841970355553,0.0013029712665099114,3.0,2.992522357516488,0.007477642483511904,1.0,1.0
high_head_rank_low_tail_srank,26,frobenius,0.42785571852321425,0.426553635189876,1.711422874092857,5.0209978992926665,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.25,0.24999999999999997,0.1460772809481777,0.7156297824155018,0.028287750923546247,0.0004000984261562958,0.4323004657974869,0.43255962144444443,0.000259155646957554,3.0000000000000018,2.9924472756200187,0.007552724379983111,1.0,1.0
high_head_rank_low_tail_srank,26,spectral,0.42785571852321425,0.42634294691459473,1.711422874092857,5.0209978992926665,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.08521328371467524,0.2694680634405074,0.08521328371467525,0.41745861802443246,0.01650150077279285,0.0001361497638772415,0.4323004657974869,0.43244986485480885,0.000149399057321975,3.0000000000000018,2.995593921309717,0.004406078690284865,1.0,1.0
high_head_rank_low_tail_srank,27,frobenius,0.42785571852321413,0.426553635189876,1.7114228740928565,5.0209978992926665,8.607269768303407,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189319,True,0.24999999999999994,0.24999999999999994,0.14607728094817765,0.7156297824154805,0.028287750923545414,0.0004000984261562722,0.3243870490592986,0.323467112422762,-0.0009199366365366113,2.9999999999999996,3.0094254863659353,-0.009425486365935765,1.0,1.0
high_head_rank_low_tail_srank,27,spectral,0.42785571852321413,0.42634294691458763,1.7114228740928565,5.0209978992926665,8.607269768303407,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189319,True,0.08521328371467517,0.2694680634405073,0.08521328371467522,0.4174586180244017,0.016501500772791625,0.0001361497638772213,0.3243870490592986,0.32384946858483055,-0.0005375804744680579,2.9999999999999996,3.0054998720632073,-0.005499872063207789,1.0,1.0
high_head_rank_low_tail_srank,28,frobenius,0.42785571852321436,0.4265536351898973,1.7114228740928574,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.2500000000000002,0.2500000000000001,0.14607728094817793,0.7156297824155216,0.028287750923547014,0.0004000984261563175,0.4270736357723943,0.42884504944786206,0.0017714136754677368,3.0000000000000027,2.9756958196850047,0.024304180314997925,1.0,1.0
high_head_rank_low_tail_srank,28,spectral,0.42785571852321436,0.4263429469145805,1.7114228740928574,5.0209978992926665,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.08521328371467524,0.2694680634405075,0.08521328371467525,0.4174586180244025,0.01650150077279166,0.00013614976387722188,0.4270736357723943,0.42809244039231026,0.0010188046199159362,3.0000000000000027,2.985820204248756,0.014179795751246616,1.0,1.0
high_head_rank_low_tail_srank,29,frobenius,0.4278557185232141,0.4265536351898831,1.7114228740928563,5.020997899292666,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.24999999999999997,0.24999999999999994,0.1460772809481777,0.7156297824154794,0.028287750923545366,0.0004000984261562708,0.5039780436239694,0.5000031489903002,-0.003974894633669179,3.0,3.0235895951899185,-0.023589595189918544,1.0,1.0
high_head_rank_low_tail_srank,29,spectral,0.4278557185232141,0.42634294691458763,1.7114228740928563,5.020997899292666,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189317,True,0.0852132837146752,0.26946806344050733,0.08521328371467524,0.41745861802439566,0.01650150077279139,0.00013614976387721738,0.5039780436239694,0.5016535588294755,-0.002324484794493875,3.0,3.013757165830897,-0.013757165830897033,1.0,1.0
high_head_rank_low_tail_srank,30,frobenius,0.42785571852321413,0.4265536351898831,1.7114228740928565,5.0209978992926665,8.60726976830341,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189315,True,0.25,0.24999999999999997,0.14607728094817768,0.7156297824154979,0.02828775092354609,0.00040009842615629134,0.33335976288559377,0.3327596541362146,-0.0006001087493791579,2.9999999999999982,3.006297455389284,-0.006297455389285833,1.0,1.0
