alpha_scope,seed_count,family_size,one_sided_alpha,log_ratio_sd,target_power,minimum_detectable_ratio,minimum_detectable_log_ratio,claim_interpretation
holm_bonferroni_worst_case,3,8,0.00625,0.2,0.9,4.7961452785638725,1.5678125283169684,phase2 null is informative only for held-out architecture effects at or above this audited detectable scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,3,8,0.00625,0.35,0.5,4.462539645612205,1.4957180312370957,phase2 null is informative only for held-out architecture effects at or above this audited detectable scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,3,8,0.00625,0.35,0.8,9.885967617338634,2.2911163392713343,phase2 null is informative only for held-out architecture effects at or above this audited detectable scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,3,8,0.00625,0.35,0.9,15.543956670842634,2.7436719245546968,phase2 null is informative only for held-out architecture effects at or above this audited detectable scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,3,8,0.00625,0.5,0.5,8.471774955537107,2.136740044624423,phase2 null is informative only for held-out architecture effects at or above this audited detectable scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,3,8,0.00625,0.5,0.8,26.391007887678413,3.2730233418161903,phase2 null is informative only for held-out architecture effects at or above this audited detectable scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,3,8,0.00625,0.5,0.9,50.376828672166624,3.9195313207924243,phase2 null is informative only for held-out architecture effects at or above this audited detectable scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,3,8,0.00625,0.75,0.5,24.65821392116708,3.205110066936634,phase2 null is informative only for held-out architecture effects at or above this audited detectable scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,3,8,0.00625,0.75,0.8,135.57635846792172,4.909535012724291,phase2 null is informative only for held-out architecture effects at or above this audited detectable scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,3,8,0.00625,0.75,0.9,357.55778348134163,5.879296981188641,phase2 null is informative only for held-out architecture effects at or above this audited detectable scale under the assumed across-seed log-ratio SD
