problem_family,setting,kappa,seed,checkpoint_source,checkpoint_step,target_relative_update_norm,comparison,delta_loss_ratio,delta_loss_delta,delta_loss_PolarMuon,delta_loss_GD,update_grad_inner_ratio,update_grad_inner_delta,update_grad_inner_PolarMuon,update_grad_inner_GD,update_grad_cosine_ratio,update_grad_cosine_delta,update_grad_cosine_PolarMuon,update_grad_cosine_GD,nrUpdate_ratio,nrUpdate_delta,nrUpdate_PolarMuon,nrUpdate_GD,stUpdate_ratio,stUpdate_delta,stUpdate_PolarMuon,stUpdate_GD,update_op_norm_ratio,update_op_norm_delta,update_op_norm_PolarMuon,update_op_norm_GD,delta_loss_FreshAdamSign,update_grad_inner_FreshAdamSign,update_grad_cosine_FreshAdamSign,nrUpdate_FreshAdamSign,stUpdate_FreshAdamSign,update_op_norm_FreshAdamSign
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,3,0.001,PolarMuon/FreshAdamSign,0.6125682078244643,-2.6789369404739806e-07,4.2356658220691127e-07,,0.6131834379658727,-2.660735638623908e-07,4.2178106796414464e-07,,0.6131834379658727,-0.2480766264121393,0.39325223786294433,,2.5659623856844034,3.0514133691533516,5.0,,4.088971915602608,3.777198742568733,4.999999999999998,,0.24990113437702133,-0.002703947268209336,0.000900840569942679,,6.914602762543093e-07,6.878546318265355e-07,0.6413288642750836,1.9485866308466484,1.2228012574312652,0.003604787838152015
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,3,0.003,PolarMuon/GD,0.38833422039286947,-2.018386175010718e-06,1.281432520596409e-06,3.299818695607127e-06,0.39325223786294433,-1.952294439490614e-06,1.2653432038924338e-06,3.2176376433830475e-06,0.3932522378629444,-0.6067477621370555,0.3932522378629443,0.9999999999999998,4.322876595357681,3.843362772518309,5.0,1.156637227481691,4.969874182713217,3.9939383138930196,4.999999999999997,1.0060616861069778,0.21146431512430447,-0.010077514998679595,0.0027025217098280365,0.01278003670850763,,,,,,
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,3,0.003,FreshAdamSign/GD,0.635094659803363,-1.2041214637077414e-06,,3.299818695607127e-06,0.6413288642750835,-1.1540737479034414e-06,,3.2176376433830475e-06,0.6413288642750836,-0.35867113572491627,,0.9999999999999998,1.684699908102771,0.7919494033649574,,1.156637227481691,1.2154336799793812,0.21673957132428745,,1.0060616861069778,0.846191897653702,-0.0019656731940515884,,0.01278003670850763,2.0956972318993854e-06,2.063563895479606e-06,0.6413288642750835,1.9485866308466484,1.2228012574312652,0.010814363514456042
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,3,0.003,PolarMuon/FreshAdamSign,0.6114588028705907,-8.142647113029765e-07,1.281432520596409e-06,,0.6131834379658727,-7.982206915871724e-07,1.2653432038924338e-06,,0.6131834379658727,-0.24807662641213923,0.3932522378629443,,2.5659623856844034,3.0514133691533516,5.0,,4.088971915602607,3.777198742568732,4.999999999999997,,0.24990113437702136,-0.008111841804628006,0.0027025217098280365,,2.0956972318993854e-06,2.063563895479606e-06,0.6413288642750835,1.9485866308466484,1.2228012574312652,0.010814363514456042
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,10,0.0003,PolarMuon/GD,0.4916685670914671,-1.3794809925673746e-07,1.334262253004443e-07,2.7137432455718176e-07,0.4907261583227781,-1.3928173897892497e-07,1.3420911717857983e-07,2.734908561575048e-07,0.4907261583227781,-0.5092738416772219,0.4907261583227781,1.0,3.0042985524854937,3.335718001174205,5.0,1.6642819988257949,4.428824241416432,3.871032191062768,4.999999999999997,1.1289678089372295,0.24668886116812141,-0.0008508764214979778,0.00027863883141251116,0.001129515252910489,,,,,,
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,10,0.0003,FreshAdamSign/GD,0.7683724913928452,-6.285775869712944e-08,,2.7137432455718176e-07,0.7684676587541875,-6.33219782354688e-08,,2.734908561575048e-07,0.7684676587541875,-0.23153234124581246,,1.0,1.6626696000138546,1.1028690864721478,,1.6642819988257949,1.595767888368134,0.6726027675661324,,1.1289678089372295,0.9517508429593955,-5.4498158817436245e-05,,0.001129515252910489,2.0851656586005232e-07,2.10168877922036e-07,0.7684676587541875,2.7671510852979426,1.8015705765033618,0.0010750170940930527
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,10,0.0003,PolarMuon/FreshAdamSign,0.6398830939408164,-7.509034055960802e-08,1.334262253004443e-07,,0.6385775025566149,-7.595976074345617e-08,1.3420911717857983e-07,,0.6385775025566149,-0.27774150043140944,0.4907261583227781,,1.8069125414095861,2.2328489147020574,5.0,,2.775356161568987,3.1984294234966355,4.999999999999997,,0.259194791360585,-0.0007963782626805415,0.00027863883141251116,,2.0851656586005232e-07,2.10168877922036e-07,0.7684676587541875,2.7671510852979426,1.8015705765033618,0.0010750170940930527
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,10,0.001,PolarMuon/GD,0.4940429733798263,-4.492195515103646e-07,4.386415273468277e-07,8.878610788571923e-07,0.4907261583227781,-4.6427246326308325e-07,4.473637239285994e-07,9.116361871916827e-07,0.49072615832277805,-0.509273841677222,0.49072615832277816,1.0000000000000002,3.004298552485494,3.3357180011742047,4.999999999999999,1.6642819988257944,4.42882424141643,3.8710321910627656,4.999999999999996,1.12896780893723,0.24668886116812147,-0.0028362547383265916,0.0009287961047083704,0.003765050843034962,,,,,,
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,10,0.001,FreshAdamSign/GD,0.7682228147276137,-2.0578594177042425e-07,,8.878610788571923e-07,0.7684676587541877,-2.1107326078489595e-07,,9.116361871916827e-07,0.7684676587541875,-0.23153234124581246,,1.0000000000000002,1.662669600013855,1.1028690864721482,,1.6642819988257944,1.5957678883681334,0.6726027675661319,,1.12896780893723,0.9517508429593956,-0.000181660529391454,,0.003765050843034962,6.820751370867681e-07,7.005629264067867e-07,0.7684676587541878,2.7671510852979426,1.8015705765033618,0.003583390313643508
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,10,0.001,PolarMuon/FreshAdamSign,0.6430985436887832,-2.4343360973994037e-07,4.386415273468277e-07,,0.6385775025566148,-2.531992024781873e-07,4.473637239285994e-07,,0.6385775025566148,-0.2777415004314096,0.49072615832277816,,1.806912541409586,2.2328489147020565,4.999999999999999,,2.775356161568986,3.1984294234966337,4.999999999999996,,0.25919479136058504,-0.0026545942089351376,0.0009287961047083704,,6.820751370867681e-07,7.005629264067867e-07,0.7684676587541878,2.7671510852979426,1.8015705765033618,0.003583390313643508
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,10,0.003,PolarMuon/GD,0.5023486324776726,-1.2511642695414276e-06,1.262973842387489e-06,2.5141381119289165e-06,0.49072615832277805,-1.3928173897892495e-06,1.342091171785798e-06,2.7349085615750476e-06,0.49072615832277805,-0.509273841677222,0.49072615832277816,1.0000000000000002,3.0042985524854946,3.3357180011742056,5.0,1.6642819988257944,4.428824241416431,3.8710321910627683,4.999999999999998,1.12896780893723,0.24668886116812141,-0.008508764214979776,0.002786388314125111,0.011295152529104886,,,,,,
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,10,0.003,FreshAdamSign/GD,0.7684191766646874,-5.822261739391868e-07,,2.5141381119289165e-06,0.7684676587541879,-6.332197823546871e-07,,2.7349085615750476e-06,0.7684676587541877,-0.23153234124581235,,1.0000000000000002,1.662669600013855,1.1028690864721482,,1.6642819988257944,1.5957678883681334,0.6726027675661317,,1.12896780893723,0.9517508429593956,-0.0005449815881743616,,0.011295152529104886,1.9319119379897297e-06,2.1016887792203605e-06,0.7684676587541879,2.7671510852979426,1.8015705765033616,0.010750170940930524
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Adam,10,0.003,PolarMuon/FreshAdamSign,0.6537429670327981,-6.689380956022407e-07,1.262973842387489e-06,,0.6385775025566146,-7.595976074345624e-07,1.342091171785798e-06,,0.6385775025566147,-0.2777415004314097,0.49072615832277816,,1.8069125414095861,2.2328489147020574,5.0,,2.775356161568988,3.198429423496637,4.999999999999998,,0.259194791360585,-0.007963782626805414,0.002786388314125111,,1.9319119379897297e-06,2.1016887792203605e-06,0.7684676587541879,2.7671510852979426,1.8015705765033616,0.010750170940930524
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.0003,PolarMuon/GD,0.27755382198255374,-3.5311636758291604e-08,1.3566242082724105e-08,4.887787884101571e-08,0.2782400827858171,-3.517043532112186e-08,1.3558282473115254e-08,4.872871779423712e-08,0.2782400827858173,-0.7217599172141826,0.27824008278581724,0.9999999999999999,3.3830928517076218,3.5220624383761026,5.0,1.4779375616238974,4.855550425296657,3.970250628239632,4.999999999999995,1.0297493717603627,0.15912767682734968,-0.0014189540693210609,0.00026852455284036465,0.0016874786221614255,,,,,,
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.0003,FreshAdamSign/GD,0.5596745315627887,-2.15221748968875e-08,,4.887787884101571e-08,0.5611767830741492,-2.138329269913908e-08,,4.872871779423712e-08,0.5611767830741495,-0.43882321692585047,,0.9999999999999999,1.7731565457869378,1.142677100033902,,1.4779375616238974,1.2757364462203877,0.28393943226687934,,1.0297493717603627,0.6172974273777001,-0.0006458024099463115,,0.0016874786221614255,2.7355703944128206e-08,2.7345425095098038e-08,0.5611767830741494,2.6206146616577994,1.313688804027242,0.001041676212215114
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.0003,PolarMuon/FreshAdamSign,0.4959200505471198,-1.3789461861404102e-08,1.3566242082724105e-08,,0.4958153850585311,-1.3787142621982783e-08,1.3558282473115254e-08,,0.49581538505853123,-0.2829367002883322,0.27824008278581724,,1.9079493346179337,2.3793853383422006,5.0,,3.8060764350522005,3.6863111959727526,4.999999999999995,,0.2577812084902562,-0.0007731516593747494,0.00026852455284036465,,2.7355703944128206e-08,2.7345425095098038e-08,0.5611767830741494,2.6206146616577994,1.313688804027242,0.001041676212215114
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.001,PolarMuon/GD,0.27597633961868323,-1.1880258300869329e-07,4.528402010884063e-08,1.6408660311753392e-07,0.2782400827858171,-1.1723478440373958e-07,4.5194274910384185e-08,1.6242905931412376e-07,0.2782400827858171,-0.7217599172141834,0.27824008278581724,1.0000000000000007,3.383092851707623,3.5220624383761034,5.0,1.4779375616238968,4.855550425296658,3.970250628239635,4.999999999999998,1.0297493717603632,0.1591276768273497,-0.004729846897736869,0.0008950818428012155,0.005624928740538084,,,,,,
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.001,FreshAdamSign/GD,0.5561980668544153,-7.282195166685387e-08,,1.6408660311753392e-07,0.5611767830741492,-7.127764233046363e-08,,1.6242905931412376e-07,0.561176783074149,-0.43882321692585136,,1.0000000000000007,1.773156545786938,1.1426771000339018,,1.4779375616238968,1.2757364462203873,0.2839394322668789,,1.0297493717603632,0.6172974273777002,-0.0021526746998210377,,0.005624928740538084,9.126465145068005e-08,9.115141698366014e-08,0.5611767830741493,2.6206146616577985,1.313688804027242,0.0034722540407170466
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.001,PolarMuon/FreshAdamSign,0.49618356492943355,-4.598063134183942e-08,4.528402010884063e-08,,0.4958153850585311,-4.595714207327595e-08,4.5194274910384185e-08,,0.49581538505853134,-0.28293670028833207,0.27824008278581724,,1.9079493346179344,2.3793853383422015,5.0,,3.8060764350522036,3.686311195972756,4.999999999999998,,0.2577812084902562,-0.0025771721979158313,0.0008950818428012155,,9.126465145068005e-08,9.115141698366014e-08,0.5611767830741493,2.6206146616577985,1.313688804027242,0.0034722540407170466
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.003,PolarMuon/GD,0.2716479117635302,-3.657855614834851e-07,1.364242452724031e-07,5.022098067558882e-07,0.27824008278581713,-3.5170435321121864e-07,1.3558282473115257e-07,4.872871779423712e-07,0.2782400827858172,-0.721759917214183,0.27824008278581724,1.0000000000000002,3.3830928517076218,3.5220624383761026,5.0,1.4779375616238974,4.85555042529666,3.9702506282396355,4.999999999999998,1.0297493717603627,0.1591276768273497,-0.014189540693210607,0.0026852455284036465,0.016874786221614254,,,,,,
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.003,FreshAdamSign/GD,0.5464809546439041,-2.277617121283998e-07,,5.022098067558882e-07,0.5611767830741493,-2.138329269913908e-07,,4.872871779423712e-07,0.5611767830741493,-0.4388232169258508,,1.0000000000000002,1.7731565457869378,1.142677100033902,,1.4779375616238974,1.2757364462203877,0.28393943226687934,,1.0297493717603627,0.6172974273777,-0.006458024099463116,,0.016874786221614254,2.744480946274884e-07,2.734542509509804e-07,0.5611767830741494,2.6206146616577994,1.313688804027242,0.010416762122151138
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Init,0,0.003,PolarMuon/FreshAdamSign,0.49708578030965495,-1.3802384935508532e-07,1.364242452724031e-07,,0.4958153850585312,-1.3787142621982785e-07,1.3558282473115257e-07,,0.49581538505853123,-0.2829367002883322,0.27824008278581724,,1.9079493346179337,2.3793853383422006,5.0,,3.8060764350522036,3.686311195972756,4.999999999999998,,0.25778120849025626,-0.007731516593747491,0.0026852455284036465,,2.744480946274884e-07,2.734542509509804e-07,0.5611767830741494,2.6206146616577994,1.313688804027242,0.010416762122151138
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Muon,1,0.0003,PolarMuon/GD,0.27189709943173823,-3.977657496309845e-08,1.485385561485154e-08,5.463043057794999e-08,0.27279720747739217,-3.949133362625792e-08,1.4814472171414651e-08,5.4305805797672576e-08,0.2727972074773921,-0.7272027925226082,0.2727972074773922,1.0000000000000004,3.93408855333311,3.729057586727729,5.0,1.2709424132722709,4.939940452017529,3.9878420502097445,4.999999999999997,1.0121579497902529,0.15948899527891994,-0.0014116466379340898,0.00026786336253584886,0.0016795100004699387,,,,,,
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Muon,1,0.0003,FreshAdamSign/GD,0.581161146634895,-2.288134690211054e-08,,5.463043057794999e-08,0.5801299161695758,-2.280138323274752e-08,,5.4305805797672576e-08,0.5801299161695759,-0.41987008383042435,,1.0000000000000004,2.3158810366180664,1.6724090202585828,,1.2709424132722709,1.3346700198249157,0.33873892112225,,1.0121579497902529,0.604509474824309,-0.0006642302921236812,,0.0016795100004699387,3.174908367583945e-08,3.1504422564925055e-08,0.5801299161695761,2.9433514335308537,1.3508968709125029,0.0010152797083462575
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Muon,1,0.0003,PolarMuon/FreshAdamSign,0.46785147459720516,-1.6895228060987907e-08,1.485385561485154e-08,,0.4702346834284818,-1.6689950393510404e-08,1.4814472171414651e-08,,0.4702346834284817,-0.3073327086921839,0.2727972074773922,,1.6987438003629707,2.0566485664691463,5.0,,3.70124478608245,3.6491031290874947,4.999999999999997,,0.2638320852212827,-0.0007474163458104086,0.00026786336253584886,,3.174908367583945e-08,3.1504422564925055e-08,0.5801299161695761,2.9433514335308537,1.3508968709125029,0.0010152797083462575
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Muon,1,0.001,PolarMuon/GD,0.2698442170005063,-1.3480698122231966e-07,4.982071653901292e-08,1.8462769776133258e-07,0.27279720747739206,-1.3163777875419315e-07,4.93815739047155e-08,1.8101935265890864e-07,0.272797207477392,-0.7272027925226086,0.27279720747739217,1.0000000000000007,3.93408855333311,3.729057586727729,5.0,1.2709424132722709,4.939940452017529,3.9878420502097445,4.999999999999997,1.0121579497902529,0.15948899527891983,-0.0047054887931136345,0.0008928778751194959,0.005598366668233131,,,,,,
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Muon,1,0.001,FreshAdamSign/GD,0.5835485820540587,-7.688846652480165e-08,,1.8462769776133258e-07,0.5801299161695758,-7.60046107758251e-08,,1.8101935265890864e-07,0.5801299161695758,-0.41987008383042457,,1.0000000000000007,2.3158810366180664,1.6724090202585828,,1.2709424132722709,1.3346700198249157,0.33873892112225,,1.0121579497902529,0.6045094748243087,-0.002214100973745606,,0.005598366668233131,1.0773923123653093e-07,1.0501474188308355e-07,0.5801299161695761,2.9433514335308537,1.3508968709125029,0.003384265694487525
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Muon,1,0.001,PolarMuon/FreshAdamSign,0.46241945452196903,-5.7918514697518015e-08,4.982071653901292e-08,,0.47023468342848157,-5.563316797836805e-08,4.93815739047155e-08,,0.47023468342848157,-0.30733270869218393,0.27279720747739217,,1.6987438003629707,2.0566485664691463,5.0,,3.70124478608245,3.6491031290874947,4.999999999999997,,0.26383208522128265,-0.002491387819368029,0.0008928778751194959,,1.0773923123653093e-07,1.0501474188308355e-07,0.5801299161695761,2.9433514335308537,1.3508968709125029,0.003384265694487525
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Muon,1,0.003,PolarMuon/GD,0.26432512792963125,-4.2343076281489613e-07,1.5213703063611376e-07,5.755677934510099e-07,0.27279720747739206,-3.949133362625794e-07,1.481447217141465e-07,5.430580579767259e-07,0.2727972074773921,-0.7272027925226082,0.2727972074773922,1.0000000000000004,3.9340885533331096,3.7290575867277282,4.999999999999999,1.2709424132722709,4.93994045201753,3.9878420502097454,4.999999999999998,1.0121579497902529,0.1594889952789198,-0.014116466379340904,0.002678633625358487,0.01679510000469939,,,,,,
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Muon,1,0.003,FreshAdamSign/GD,0.5902329358435497,-2.3584872494542648e-07,,5.755677934510099e-07,0.5801299161695757,-2.2801383232747534e-07,,5.430580579767259e-07,0.5801299161695759,-0.41987008383042435,,1.0000000000000004,2.3158810366180673,1.6724090202585837,,1.2709424132722709,1.3346700198249157,0.33873892112225,,1.0121579497902529,0.6045094748243088,-0.006642302921236815,,0.01679510000469939,3.397190685055834e-07,3.1504422564925056e-07,0.5801299161695761,2.9433514335308546,1.3508968709125029,0.010152797083462575
MatrixFactorizationInput,MF input kappa=1e+02,100.0,0,Muon,1,0.003,PolarMuon/FreshAdamSign,0.4478318844607727,-1.8758203786946965e-07,1.5213703063611376e-07,,0.47023468342848174,-1.6689950393510406e-07,1.481447217141465e-07,,0.4702346834284817,-0.3073327086921839,0.2727972074773922,,1.6987438003629698,2.0566485664691445,4.999999999999999,,3.7012447860824502,3.6491031290874956,4.999999999999998,,0.26383208522128254,-0.007474163458104088,0.002678633625358487,,3.397190685055834e-07,3.1504422564925056e-07,0.5801299161695761,2.9433514335308546,1.3508968709125029,0.010152797083462575
