warmup_steps,seed,tail_output_drift_rms_frobenius,tail_output_drift_rms_spectral,centered_tail_output_drift_fro_frobenius,centered_tail_output_drift_fro_spectral,margin_delta_rms_frobenius,margin_delta_rms_spectral,tail_loss_increase_frobenius,tail_loss_increase_spectral,tail_accuracy_drop_frobenius,tail_accuracy_drop_spectral,tail_accuracy_before_frobenius,tail_accuracy_before_spectral,tail_positive_margin_fraction_before_frobenius,tail_positive_margin_fraction_before_spectral,matched_first_order_head_gain_frobenius,matched_first_order_head_gain_spectral,actual_head_gain_relative_error_frobenius,actual_head_gain_relative_error_spectral,update_fro_norm_frobenius,update_fro_norm_spectral,update_op_norm_frobenius,update_op_norm_spectral,nrG_frobenius,nrG_spectral,tail_output_drift_sq_ratio_spectral_over_fro,centered_tail_output_drift_sq_ratio_spectral_over_fro,margin_delta_sq_ratio_spectral_over_fro,tail_loss_increase_diff_spectral_minus_fro,tail_accuracy_drop_diff_spectral_minus_fro,mean_gradient_nuclear_rank,median_gradient_nuclear_rank,max_gradient_nuclear_rank,min_gradient_nuclear_rank,layer_count,log_tail_output_drift_sq_ratio_spectral_over_fro
500,0,0.0029979532118886,0.0019743347074836,1.3386735916137695,0.8815855979919434,0.0051287715323269,0.0034222083631902,7.581710815429688e-05,6.532669067382812e-05,0.0,0.0,0.075,0.075,0.075,0.075,0.0004098314791917,0.0004098314791917,0.0034295853319553,0.0727793821292516,0.0001029304351308,0.000299819576165,3.469461444183253e-05,4.512847681326093e-06,30.68021458298509,30.68021458298509,0.43370243357291666,0.43369017282606176,0.44523181475939255,-1.049041748046875e-05,0.0,30.68021458298509,27.251319878184557,59.60100018497676,3.918932824612512,21,-0.8353966169669889
500,1,0.0027064948808401,0.0019116848707199,1.209012150764465,0.8537686467170715,0.0048681953921914,0.0033440014813095,-0.0002050399780273,-0.0001287460327148,0.0004999999999999,0.0004999999999999,0.0725,0.0725,0.0725,0.0725,0.0005480322986841,0.0005480322986841,0.0305666525956876,0.0132097262412881,8.643756982999275e-05,0.0002902344090706,2.58704003499588e-05,4.368581357994117e-06,22.966090269541912,22.966090269541912,0.49890537888197195,0.4986766952903228,0.47184235236589456,7.62939453125e-05,0.0,22.966090269541915,20.532203722795803,40.12992410815591,4.259943255309397,21,-0.6953388226900582
500,2,0.0026904956903308,0.0019058305770158,1.2016092538833618,0.8510763645172119,0.004972627852112,0.0034153659362345,-0.0008387565612792,-0.0001888275146484,0.0,0.0,0.0575,0.0575,0.0575,0.0575,0.0003680276498198,0.0003680276498198,0.0103280975005281,0.0042142217051296,0.0001029798503465,0.0002965739568119,3.416268737055361e-05,4.464023277250817e-06,31.926809218433835,31.926809218433835,0.5017691767587593,0.5016612211423123,0.4717398546110831,0.0006499290466308,0.0,31.926809218433824,27.44643526272537,62.38045282231212,3.851816615019285,21,-0.6896150722876463
500,3,0.0028288725297898,0.0019198324298486,1.2624025344848633,0.8569830060005188,0.0051050377078354,0.0034715810324996,0.0002374649047851,0.0001845359802246,0.0,0.0,0.0495,0.0495,0.0495,0.0495,0.0004189667105674,0.0004189667105674,0.1127947481148,0.032805787942829,0.0001163808122291,0.0003266412091589,3.5846685932483524e-05,4.916612397209974e-06,32.99923186650154,32.99923186650154,0.46057450097112435,0.46083844688726533,0.4624413976811323,-5.292892456050001e-05,0.0,32.99923186650154,26.704576055349595,65.76638446455932,4.698851897687829,21,-0.7752806535901695
500,4,0.0028349584899842,0.0018923854222521,1.265750288963318,0.8447992205619812,0.0051566325128078,0.0033173665869981,-0.0003366470336914,-2.3365020751953125e-05,0.0004999999999999,0.0004999999999999,0.06,0.06,0.06,0.06,0.0007013504207134,0.0007013504207134,0.048126674347943,0.0121280740597996,9.235336578017392e-05,0.0003039338741503,2.941022285085637e-05,4.574762897391338e-06,22.7346002217855,22.7346002217855,0.4455800923966218,0.4454622830833222,0.41386106125586286,0.0003132820129394469,0.0,22.734600221785502,21.020444490349423,43.02073684790383,4.977304424263076,21,-0.8083782673171934
500,5,0.0028536070603877,0.0019162801327183,1.274587631225586,0.855603039264679,0.0051616397686302,0.0033464420121163,-0.0001616477966308,-9.059906005859377e-06,0.0,0.0,0.067,0.067,0.067,0.067,0.0004415509477257,0.0004415509477257,0.0077118532315547,0.1736474263913998,8.324762689493463e-05,0.0002629033635968,2.4399174435529854e-05,3.9572059904458e-06,25.33359843315655,25.33359843315655,0.45095130941545697,0.45061457814392447,0.4203308094093753,0.0001525878906249406,0.0,25.333598433156546,21.41325088386354,46.117820404002366,4.27816686597401,21,-0.7963959066925046
500,6,0.002597278682515,0.0019807396456599,1.1595014333724976,0.8841786980628967,0.0045289113186299,0.0034924899227917,3.24249267578125e-05,3.528594970703125e-05,0.0,0.0,0.0605,0.0605,0.0605,0.0605,0.0002853383682668,0.0002853383682668,0.1364703162160787,0.0321944917114949,0.0001012030661144,0.0002749315352017,3.4772721846820787e-05,4.138250005780719e-06,36.57513194400254,36.57513194400254,0.5815910125136501,0.5814836600292617,0.5946791196119494,2.86102294921875e-06,0.0,36.57513194400254,30.513630111946743,75.37314531666877,4.546696060911621,21,-0.5419878059192796
500,7,0.0032541749533265,0.0020659221336245,1.452574372291565,0.9223229289054872,0.0056088855490088,0.0035593991633504,-0.0004134178161621,-8.726119995117188e-05,-0.0005,-0.0005,0.0475,0.0475,0.0475,0.0475,0.000526078864932,0.000526078864932,0.1206485961938905,0.0728360688868617,0.0001244829499711,0.0003659275049532,4.219343463773839e-05,5.507869900611695e-06,31.465909365929,31.465909365929,0.4030380982751788,0.40317097165075805,0.4027172491443801,0.0003261566162109281,0.0,31.465909365929004,25.319887278949565,60.45714335454882,4.046932841512543,21,-0.9087241848407881
500,8,0.0028093403670936,0.0019319819984957,1.254607081413269,0.8626532554626465,0.0051398850046098,0.0033715639729052,-0.0003776550292968,-7.867813110351562e-05,0.0,0.0,0.0685,0.0685,0.0685,0.0685,0.0003319427371025,0.0003319427371025,0.0625462935945376,0.1492303479482678,8.993759451856752e-05,0.000263430863684,2.8094716981286183e-05,3.965135420003207e-06,30.83688790344074,30.83688790344074,0.47293061831718575,0.4727777855911305,0.43028479916430057,0.00029897689819328435,0.0,30.836887903440747,26.10501426052307,56.81162219546921,4.251245615380945,21,-0.7488065855682471
500,9,0.0029404629021883,0.0020280159078538,1.3128341436386108,0.9052332639694214,0.0050880573689937,0.0036595568526536,-0.0006003379821777,-0.0002670288085937,0.0005,0.0,0.067,0.067,0.067,0.067,0.0002466310374438,0.0002466310374438,0.0167135881895668,0.0013823075359739,7.162353500832623e-05,0.0002237325943122,1.9658598830574192e-05,3.3675942177069373e-06,26.04683228399016,26.04683228399016,0.4756760718442346,0.4754460923258482,0.517312530432674,0.000333309173584,-0.0005,26.046832283990152,21.37025042905011,48.29038451236639,4.932956626873711,21,-0.7430181777461083
1000,0,0.0030035020317882,0.0022710373159497,1.3369901180267334,1.013458490371704,0.0056241028942167,0.0040750708431005,0.0009160041809082,0.0003414154052734,0.0,0.0,0.0705,0.0705,0.0705,0.0705,6.662708474323154e-06,6.662708474323154e-06,0.1323070933982478,0.0804132566562582,0.0001197999598407,0.0003117357862075,3.880304575432092e-05,4.6922004912630655e-06,35.48822873109657,35.48822873109657,0.5717322368639185,0.574586656378592,0.5250054491588582,-0.0005745887756348,0.0,35.48822873109656,29.988103662657448,67.67158720356701,5.498311425182695,21,-0.5590845145742529
1000,1,0.0033075055107474,0.0022561200894415,1.4748752117156982,1.0069137811660769,0.0059948130510747,0.0039934120140969,0.000990867614746,0.0002932548522949,0.0005,-0.0005,0.0685,0.0685,0.0685,0.0685,5.832682363688946e-06,5.832682363688946e-06,0.0416020323194356,0.0626389655098083,0.0001295836077268,0.0003355594683411,3.946669312426821e-05,5.050819709140342e-06,35.890980628527814,35.890980628527814,0.4652895218205992,0.46609454143136964,0.44374855523966394,-0.0006976127624511001,-0.001,35.890980628527814,29.236861673492847,69.3230982555055,5.621498755099576,21,-0.7650954395757265
1000,2,0.0030647609382867,0.0023378506302833,1.3662790060043335,1.0434364080429075,0.0056376121938228,0.0042370874434709,0.0009818077087402,0.0004425048828125,0.001,0.001,0.067,0.067,0.067,0.067,6.883481983095408e-06,6.883481983095408e-06,0.0217718446519842,0.1191696209587701,0.0001292451210624,0.0003378178394813,3.5818313335767016e-05,5.084771601104876e-06,35.34243194076189,35.34243194076189,0.581889220753343,0.5832478980107899,0.5648647297002343,-0.0005393028259276999,0.0,35.34243194076189,31.074576898820958,61.05657057029407,5.34009781134096,21,-0.5414751917163109
1000,3,0.0026115830987691,0.0021486775949597,1.166083812713623,0.9591791033744812,0.0047929710708558,0.0039348015561699,-0.0001683235168457,-4.8160552978515625e-05,0.0,0.0,0.0585,0.0585,0.0585,0.0585,2.618790604174137e-05,2.618790604174137e-05,0.0105106680346597,0.1177831398998188,6.330451778515595e-05,0.0001764873787819,1.747697388054803e-05,2.656471679074457e-06,31.80624094561843,31.80624094561843,0.6769160505965255,0.6766122931899328,0.6739629980491781,0.00012016296386718438,0.0,31.806240945618427,27.910649781550728,58.58158990593714,6.550450193667793,21,-0.3902080158318338
1000,4,0.0029499137308448,0.002226955955848,1.3142324686050415,0.9939461946487428,0.0054706311784684,0.0039916643872857,0.0009112358093261,0.0003361701965332,0.0,0.0,0.067,0.067,0.067,0.067,7.596287177875638e-06,7.596287177875638e-06,0.0043277093086285,0.059360834161793,0.0001004748647291,0.0002750447197696,3.1296422093873844e-05,4.139965767535614e-06,32.74267253671651,32.74267253671651,0.5699078312325832,0.5719806881386763,0.532394016848535,-0.0005750656127929,0.0,32.74267253671651,26.135445238889755,61.826266704181855,4.995101338223886,21,-0.5622806308202891
1000,5,0.0030298717319965,0.0022540397476404,1.3518130779266355,1.006251573562622,0.0054688518866896,0.0040619354695081,0.0005078315734863,0.0003414154052734,0.0,0.0,0.07,0.07,0.07,0.07,6.778988754376769e-06,6.778988754376769e-06,0.0273209817370692,0.0371610894321536,0.0001145679708825,0.0003140489557135,3.609619670896791e-05,4.727083705802215e-06,33.77223197802544,33.77223197802544,0.5534452363155163,0.554089420117446,0.551662821462257,-0.00016641616821290006,0.0,33.77223197802544,28.646525010258145,61.68826000623697,4.340822598298706,21,-0.5915924724411082
1000,6,0.0032474105246365,0.0023650100920349,1.4445959329605105,1.0552839040756226,0.005997855681926,0.0043679787777364,0.0010900497436523,0.0004467964172363,0.0,0.0,0.0615,0.0615,0.0615,0.0615,6.289460579864681e-06,6.289460579864681e-06,0.0593612655967569,0.0246742983547475,0.0001208233046478,0.0003227304461155,3.536706935847178e-05,4.857702151639387e-06,33.00961858411847,33.00961858411847,0.5303854588878234,0.5336368997314513,0.5303578676570201,-0.000643253326416,0.0,33.009618584118456,27.17719676574488,59.5070171926312,5.814509451417322,21,-0.6341512558561578
1000,7,0.0030265131499618,0.0022706950549036,1.3478989601135254,1.0132250785827637,0.005508882459253,0.0040141409263014,0.000734806060791,0.0001502037048339,-0.0005,0.0,0.066,0.066,0.066,0.066,5.86942071095109e-06,5.86942071095109e-06,0.0546246038612445,0.0764025662294016,0.0001251255262755,0.0003223482736818,4.646753950510174e-05,4.851990979659604e-06,39.95028146550632,39.95028146550632,0.5629016191158889,0.5650634082416773,0.5309556157680538,-0.0005846023559571,0.0005,39.950281465506315,31.001670783535342,78.73651707238905,3.8873057148668586,21,-0.5746504101334738
1000,8,0.0028605121187865,0.0022314814850687,1.274284839630127,0.99572092294693,0.0052642193622887,0.0040868283249437,0.0007448196411132,0.000277042388916,0.0,0.0,0.0745,0.0745,0.0745,0.0745,7.368536898866296e-06,7.368536898866296e-06,0.1551340740418909,0.0080298284626413,0.0001017595315308,0.0002846656587857,3.074983760598116e-05,4.284745500626741e-06,32.0861284088562,32.0861284088562,0.6085538180425375,0.6105795204390314,0.6027050536274041,-0.00046777725219720003,0.0,32.08612840885621,28.59752457005369,58.02073583561464,4.0502869159493615,21,-0.4966699266815196
1000,9,0.0033092997036874,0.0023744648788124,1.4742238521575928,1.0596939325332642,0.0060034454800188,0.0043079266324639,0.0003290176391601,0.0002517700195312,0.0,0.0,0.0765,0.0765,0.0765,0.0765,5.798885831609369e-06,5.798885831609369e-06,0.0557706418426867,0.0525184167284824,0.000117317339407,0.0003180669639171,3.3189484383910894e-05,4.787520538229728e-06,32.69000752357058,32.69000752357058,0.5148246105234148,0.5166947255627916,0.5149148947275501,-7.724761962889996e-05,0.0,32.69000752357058,28.200640150847416,57.75163244389719,5.384627890350244,21,-0.6639289984132962
2000,0,0.0032598674297332,0.0024390935432165,1.4457356929779053,1.0875060558319092,0.0061065666377544,0.0044031082652509,0.0005884170532226,0.0002980232238769,0.0005,0.0,0.067,0.067,0.067,0.067,1.5306693967431784e-06,1.5306693967431784e-06,0.087398799088859,0.0393319313830252,0.000121769221698,0.0003253051876986,3.5621498682303354e-05,4.896481186733581e-06,32.58842205094591,32.58842205094591,0.5598311187197191,0.5658294682123656,0.5199056379071225,-0.0002903938293457,-0.0005,32.58842205094591,30.829271966771618,56.449914496806514,5.1265732636326575,21,-0.5801201144502266
2000,1,0.003606755984947,0.0024738705251365,1.6078696250915527,1.1038087606430054,0.0067184627987444,0.0045437673106789,0.0009312629699707,0.0004377365112304,-0.0005,0.0,0.0605,0.0605,0.0605,0.0605,1.5483323659282175e-06,1.5483323659282175e-06,0.0140357304409684,0.0059154747168225,0.0001182341559003,0.0003319595800923,3.772999480133876e-05,4.996630195819307e-06,29.78278436162165,29.78278436162165,0.470457514960457,0.47128759816225224,0.45739596811570804,-0.0004935264587403,0.0005,29.78278436162166,26.13558132503029,54.00092839806368,5.502736607745609,21,-0.7540496216736163
2000,2,0.0034172369632869,0.0025367245543748,1.5234678983688354,1.1320908069610596,0.0064572473056614,0.0047244932502508,0.0007462501525878,0.0002985000610351,0.0,0.0005,0.063,0.063,0.063,0.063,1.5975182759575543e-06,1.5975182759575543e-06,0.0340440780895572,0.029671721657247,0.0001138741864865,0.000330036511148,3.354311047587544e-05,4.967677341483068e-06,29.94795543216286,29.94795543216286,0.5510568872646947,0.5521993773662152,0.5353226587155647,-0.0004477500915527,0.0005,29.94795543216286,27.64127297012629,46.95974554873898,4.3891825886821545,21,-0.5959172314839019
2000,3,0.0033321604132652,0.0024899472482502,1.4816144704818726,1.1109075546264648,0.0066226287744939,0.0048434291966259,0.0009474754333496,0.0004491806030273,-0.0005,0.0,0.058,0.058,0.058,0.058,1.3733230298385023e-06,1.3733230298385023e-06,0.0258549914785889,0.0496115245251767,0.0001086927977678,0.0003160488086811,3.342143099871464e-05,4.757124315801775e-06,27.920404993834055,27.920404993834055,0.5583782476109553,0.5621929800066633,0.5348661176212899,-0.0004982948303223001,0.0005,27.92040499383406,25.68690730567255,44.50485895228348,5.696490060597473,21,-0.5827186831441753
2000,4,0.0026021422818303,0.0021878681145608,1.159652829170227,0.9761952757835388,0.0047475052997469,0.0038908564019948,0.0006165504455566,0.0001821517944335,0.0,0.0,0.0655,0.0655,0.0655,0.0655,4.153584013693035e-06,4.153584013693035e-06,0.050057015307177,0.0579047655883998,6.653247907984548e-05,0.0001768639239525,2.5615681806812063e-05,2.662137376319152e-06,40.289430861880575,40.289430861880575,0.7069361639826808,0.7086265492097932,0.6716754719541635,-0.0004343986511231,0.0,40.28943086188058,36.64666223399434,84.94353014701417,4.391567543984928,21,-0.34681490855856895
2000,5,0.0033303755335509,0.0024428803008049,1.4809930324554443,1.089332103729248,0.0063208905048668,0.0044697485864162,0.0012054443359375,0.0005679130554199,0.0,0.0005,0.0665,0.0665,0.0665,0.0665,1.6352508100681007e-06,1.6352508100681007e-06,0.0512716601179743,0.0120275602147764,0.0001251456241166,0.0003377010743122,3.8558537198696285e-05,5.083164523966843e-06,32.586602314666195,32.586602314666195,0.5380442073480881,0.5410215635820933,0.5000456538564737,-0.0006375312805176,0.0005,32.5866023146662,29.245159460311616,59.62572863580632,5.643183466923679,21,-0.6198145524041198
2000,6,0.0033574448898434,0.0025088165421038,1.4925645589828491,1.1188112497329712,0.0065530505962669,0.004908472765237,0.0006794929504394,0.0003061294555664,-0.0005,0.0,0.053,0.053,0.053,0.053,1.5786012227181346e-06,1.5786012227181346e-06,0.060908097434888,0.0505652390541538,0.0001145124980688,0.000323447691447,3.3920459827641025e-05,4.868551968684187e-06,29.69126821620888,29.69126821620888,0.5583673605929754,0.5618849490986499,0.561055377093769,-0.000373363494873,0.0005,29.69126821620887,26.302874973597845,51.00704280799536,5.15258714776403,21,-0.5827381809024835
2000,7,0.0032923540566116,0.0024365931749343,1.4641211032867432,1.0869377851486206,0.0062482790090143,0.0045126629993319,0.0006928443908691,0.0002713203430175,-0.0005,0.0,0.0615,0.0615,0.0615,0.0615,1.4137767720967531e-06,1.4137767720967531e-06,0.0695596681557115,0.05737283076353,0.0001202782980072,0.0003318832568144,3.460496009211056e-05,4.99545694765402e-06,32.30488897145846,32.30488897145846,0.5477129147282733,0.5511316750867677,0.5216088794336609,-0.00042152404785159996,0.0005,32.30488897145846,30.40090573675156,58.99714348478541,4.481164201742797,21,-0.6020040075393456
2000,8,0.003308136248961,0.002438670489937,1.4698486328125,1.0876039266586304,0.0063273818232119,0.0045066205784678,0.0010223388671875,0.0002732276916503,-0.0005,-0.0005,0.066,0.066,0.066,0.066,1.516600896138698e-06,1.516600896138698e-06,0.0146610987025333,0.0082132012640181,0.0001175606406245,0.0003310717064036,3.471497620921582e-05,4.9832869990495965e-06,30.558646432453923,30.558646432453923,0.5434248193802033,0.5475153610846997,0.5072872018551591,-0.0007491111755372,0.0,30.558646432453934,27.511983600359294,55.284979641330736,5.283184260980661,21,-0.6098639087962618
2000,9,0.0034452057443559,0.0025187002029269,1.5318981409072876,1.1236281394958496,0.0063630086369812,0.0047489292919635,0.000622272491455,0.000288963317871,0.0005,0.0005,0.0735,0.0735,0.0735,0.0735,1.419902837369591e-06,1.419902837369591e-06,0.0289723861588287,0.0194617513629005,0.0001169724895547,0.0003278506942482,3.496364297461696e-05,4.934773642162327e-06,29.844971019728312,29.844971019728312,0.5344691334562484,0.5380039144442357,0.55701434663462,-0.00033330917358399993,0.0,29.844971019728312,27.700093850718652,50.87011191250631,5.736932300361234,21,-0.6264812986293541
