alpha_scope,seed_count,family_size,one_sided_alpha,log_ratio_sd,target_power,minimum_detectable_ratio,minimum_detectable_log_ratio,claim_interpretation
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.2,0.9,2.1701537863122655,0.7747980343095854,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.35,0.5,2.379194122945482,0.8667618265397519,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.35,0.8,3.2620871273848784,1.1823672136474186,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.35,0.9,3.8802382641729727,1.3558965600417734,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.5,0.5,3.4495065118585777,1.2382311807710742,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.5,0.8,5.414583813914226,1.6890960194963134,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.5,0.9,6.937871906459277,1.9369950857739622,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.75,0.5,6.4067157181048024,1.8573467711566112,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.75,0.8,12.59933493016959,2.53364402924447,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
holm_bonferroni_worst_case,5,26,0.0019230769230769232,0.75,0.9,18.274243851427403,2.9054926286609435,phase1 null is informative only for effects at or above this scale under the assumed across-seed log-ratio SD
